customer_id,age,gender,location,income_level,tenure,call_duration,num_calls,complaints,satisfaction_score,support_tickets,purchase_history,avg_purchase_value,total_spent,last_purchase_date,preferred_category,discount_usage,website_visits,click_through_rate,email_opens,ad_clicks,upsell_accepted
CUST1607,37,Male,Hansenberg,Medium,60,6.47,4,1,9,0,23,2105,44999,2024-10-11,Grocery,19,84,0.42,14,28,1
CUST1608,39,Female,Charlottemouth,Medium,94,6.68,2,0,4,1,0,2976,49613,2025-05-10,Fashion,0,16,0.32,36,25,0
CUST1609,55,Male,Shawnborough,Low,74,7.12,3,0,6,2,27,4232,12756,2024-08-16,Electronics,11,20,0.15,27,1,0
CUST1610,44,Other,East Cory,Low,116,1.65,2,3,1,3,45,2387,29484,2024-06-20,Fashion,4,73,0.42,40,25,1
CUST1611,33,Female,Lake Leslie,Low,109,7.99,4,0,10,1,34,2895,34223,2024-07-19,Services,6,87,0.03,35,12,1
CUST1612,51,Male,New Destiny,Low,104,7.97,1,2,6,0,19,3322,30694,2024-10-19,Grocery,13,25,0.26,4,11,1
CUST1613,54,Male,Bryanmouth,Medium,28,2.67,0,2,7,3,18,907,38366,2023-10-28,Grocery,7,58,0.62,44,21,1
CUST1614,40,Female,West Travis,High,82,0.52,1,1,1,3,37,2352,8338,2024-11-05,Home,11,0,0.23,39,21,0
CUST1615,18,Female,Port Heatherberg,High,66,5.1,3,2,9,5,45,4814,26925,2024-01-11,Electronics,19,94,0.43,12,8,1
CUST1616,43,Female,Lopezmouth,Low,84,5.36,7,0,2,2,27,827,37601,2023-11-13,Home,9,45,0.1,46,23,1
CUST1617,20,Female,New Leah,Medium,118,2.73,1,0,4,2,27,4715,22763,2025-04-21,Electronics,7,72,0.41,20,22,0
CUST1618,48,Female,Lindahaven,Medium,80,3.55,2,0,2,0,18,607,10015,2024-09-20,Home,8,84,0.56,13,29,0
CUST1619,30,Female,New Virginia,Low,63,6.55,3,1,7,1,27,3048,4468,2024-05-27,Grocery,12,60,0.17,39,2,0
CUST1620,67,Female,Port Joanne,High,117,4.03,1,1,1,5,0,3992,41096,2023-11-15,Electronics,14,89,0.44,12,9,1
CUST1621,51,Male,West Keithview,Low,42,1.16,5,2,4,4,7,3551,38759,2025-03-21,Fashion,15,75,0.44,32,26,1
CUST1622,47,Male,Lopezburgh,Medium,2,9.07,3,1,9,1,15,1948,37221,2024-05-18,Grocery,7,67,0.53,33,4,1
CUST1623,34,Male,New Christine,High,1,1.19,1,1,6,0,8,4059,11583,2023-09-22,Electronics,18,25,0.96,4,14,0
CUST1624,40,Male,North Josephport,Medium,73,6.84,2,1,7,1,47,454,4247,2025-03-01,Grocery,5,56,0.33,22,20,0
CUST1625,46,Female,Port Bruce,High,110,5.08,3,1,1,1,20,4767,7229,2025-07-24,Services,19,32,0.91,49,14,1
CUST1626,18,Female,Port Theresaville,Medium,52,3.33,3,0,3,6,0,955,34457,2024-08-01,Grocery,11,65,0.48,30,17,0
CUST1627,52,Female,Markborough,Medium,32,2.33,3,1,5,2,34,1486,17192,2024-11-11,Electronics,18,9,0.38,27,27,0
CUST1628,37,Male,South Danamouth,Low,11,3.57,1,2,4,4,43,1724,7893,2024-06-03,Fashion,3,36,0.91,23,25,0
CUST1629,60,Male,Maxwellside,Low,103,5.04,3,0,6,1,48,3585,29482,2025-03-16,Fashion,15,83,0.44,36,9,1
CUST1630,44,Female,Port Catherinetown,Low,23,4.11,3,0,5,5,45,2064,27430,2025-08-20,Fashion,12,87,0.4,0,23,1
CUST1631,38,Male,North Nancymouth,Low,101,3.89,3,0,9,2,17,4750,20197,2024-06-09,Electronics,7,74,0.69,48,10,1
CUST1632,40,Male,Gregoryburgh,Low,87,6.78,2,1,7,1,37,2800,46853,2024-05-31,Home,8,11,0.66,7,20,1
CUST1633,52,Female,Port Rebeccachester,Medium,26,5.88,1,1,5,2,18,1964,9778,2024-02-15,Fashion,18,70,0.64,31,10,1
CUST1634,51,Female,Dawnfort,Medium,33,-0.67,1,1,4,0,27,2238,34912,2024-12-12,Grocery,19,13,0.34,46,16,1
CUST1635,37,Male,Kentshire,Medium,81,3.43,4,2,6,2,11,440,11857,2024-10-19,Services,12,1,0.28,43,4,1
CUST1636,32,Female,Katieview,Low,71,5.19,1,0,2,6,23,4666,23697,2025-01-18,Services,2,61,0.46,40,28,0
CUST1637,36,Female,Amymouth,Medium,1,4.47,3,1,1,1,16,3679,40175,2025-03-13,Fashion,2,5,0.18,3,11,1
CUST1638,49,Male,East Alyssa,Low,75,8.13,3,0,1,3,2,1465,24347,2023-12-16,Grocery,2,46,0.74,11,17,1
CUST1639,60,Male,Samanthaport,High,50,4.35,3,0,10,2,16,1621,6313,2024-05-18,Services,6,28,0.61,27,24,1
CUST1640,30,Male,Hartmouth,High,79,0.22,2,2,7,0,41,274,32153,2024-11-02,Fashion,1,59,0.38,0,25,0
CUST1641,46,Male,Danielville,Low,56,8.51,2,1,3,1,10,3631,29468,2025-01-09,Electronics,1,90,0.77,22,19,0
CUST1642,56,Male,Port Cynthia,Medium,95,5.25,0,0,7,3,15,3096,34797,2024-11-28,Services,0,79,0.37,32,11,1
CUST1643,41,Male,Mannhaven,Medium,91,4.87,2,1,10,1,41,4440,15850,2024-09-29,Fashion,0,29,0.87,45,7,1
CUST1644,23,Male,Petersonstad,Medium,88,6.98,2,2,3,1,27,2641,46709,2024-06-15,Services,1,80,0.94,30,8,1
CUST1645,50,Male,South Michelleberg,Medium,117,1.28,6,0,10,2,2,1679,1494,2024-02-08,Grocery,12,38,0.17,42,9,0
CUST1646,60,Male,Lynchside,Low,54,3.57,2,2,4,1,40,4225,2885,2025-06-13,Electronics,14,99,0.55,2,9,0
CUST1647,29,Male,Lake Debrafort,Low,56,5.57,4,3,6,6,47,4926,37643,2025-06-18,Fashion,11,98,0.13,16,11,1
CUST1648,25,Male,North Elizabethchester,Low,75,3.6,1,2,9,4,12,2948,43063,2025-01-28,Fashion,2,14,0.48,21,20,1
CUST1649,25,Male,New Carrie,High,57,1.31,1,1,10,0,43,3048,36172,2025-04-01,Home,11,1,0.27,3,18,1
CUST1650,50,Male,North Jamiestad,Medium,48,7.1,2,0,8,3,27,4607,32197,2024-06-24,Fashion,8,87,0.97,16,13,0
CUST1651,24,Male,North Lindseyfort,Medium,78,6.96,4,1,6,2,49,3950,47335,2025-03-06,Services,12,88,0.51,30,22,1
CUST1652,51,Male,Hansonburgh,High,83,1.56,2,0,8,0,29,3101,40007,2024-12-23,Home,13,47,0.82,30,24,0
CUST1653,37,Male,Port Robin,Low,63,3.81,5,1,7,1,13,1911,27653,2023-12-20,Fashion,9,59,0.08,33,21,0
CUST1654,28,Female,New Meganstad,Medium,2,4.24,6,1,3,4,43,1720,955,2024-01-02,Fashion,7,97,0.41,26,21,1
CUST1655,27,Female,Tashastad,Low,91,7.85,5,4,7,1,42,2750,49311,2025-01-03,Services,16,91,0.54,27,29,0
CUST1656,66,Male,Wallsborough,Medium,29,2.13,4,0,7,5,29,284,41712,2024-10-20,Fashion,3,38,0.52,45,8,1
CUST1657,45,Female,New Nichole,Medium,65,-1.54,6,0,2,0,43,3827,27131,2024-04-10,Services,18,81,0.38,18,15,1
CUST1658,40,Female,Petertown,Low,109,-1.14,4,0,10,0,9,4315,40762,2024-11-02,Fashion,14,88,0.19,5,25,1
CUST1659,22,Female,Clarkshire,Low,55,5.0,5,2,5,0,49,2249,7778,2023-12-16,Grocery,0,79,0.79,13,17,0
CUST1660,64,Male,North Crystal,Medium,66,3.21,0,0,9,4,22,1287,12881,2024-07-16,Electronics,11,1,0.7,19,28,0
CUST1661,51,Male,New Shawn,Low,100,6.46,3,0,10,4,17,3014,3343,2024-12-13,Home,2,12,0.51,0,6,0
CUST1662,58,Male,East Andrew,Medium,30,5.41,3,1,5,3,27,649,8580,2025-04-10,Electronics,10,41,0.09,34,3,0
CUST1663,55,Female,Karenburgh,Medium,46,5.69,1,2,9,2,11,1831,583,2025-09-10,Grocery,13,60,0.99,6,28,1
CUST1664,66,Female,East Laura,Low,4,5.35,1,0,3,2,33,1053,47326,2025-01-05,Electronics,15,17,0.67,14,18,0
CUST1665,41,Female,Danielshire,High,81,2.84,3,1,8,1,14,743,4666,2023-11-19,Electronics,5,3,0.58,14,11,1
CUST1666,44,Female,New Markport,Medium,27,4.25,4,1,9,1,8,1046,33284,2023-09-25,Electronics,14,4,0.6,24,21,1
CUST1667,30,Female,Christophertown,High,50,6.88,1,1,9,3,6,2600,27271,2025-04-05,Services,2,14,0.56,14,29,0
CUST1668,43,Male,Jacquelineshire,Medium,84,2.11,2,2,5,0,10,2716,18569,2025-09-12,Home,19,37,0.0,1,8,1
CUST1669,45,Male,Cabreraside,Low,48,4.78,3,1,2,2,26,4879,25791,2024-04-27,Electronics,7,50,0.29,45,14,1
CUST1670,59,Female,Morganstad,Medium,52,4.75,4,1,5,2,16,1700,5752,2024-09-24,Grocery,6,18,0.34,40,2,0
CUST1671,34,Male,Christinefurt,Medium,96,2.87,4,2,5,1,14,4180,47918,2025-07-22,Fashion,13,40,0.86,47,8,1
CUST1672,66,Male,North Charles,Low,38,4.8,6,2,2,1,17,1981,20895,2023-09-26,Grocery,3,23,0.62,21,28,0
CUST1673,26,Female,East Christine,Medium,67,5.18,4,1,6,3,37,3805,48655,2023-12-31,Fashion,5,43,0.86,41,11,1
CUST1674,28,Male,North Anthony,Medium,24,5.44,5,0,3,0,44,277,4449,2025-05-07,Grocery,14,93,0.52,0,20,0
CUST1675,31,Male,Port Teresa,Medium,55,4.76,1,0,9,4,18,1100,4569,2023-09-21,Electronics,5,39,0.31,45,13,0
CUST1676,47,Male,Woodberg,Medium,34,4.05,2,0,8,1,31,845,49767,2024-08-14,Electronics,2,86,0.49,6,7,1
CUST1677,37,Male,Gomezfurt,Low,111,1.55,3,0,10,3,22,2987,34706,2023-09-22,Home,14,54,0.03,31,6,1
CUST1678,36,Female,Kevinborough,High,61,4.6,1,1,1,1,34,4395,7758,2023-11-17,Electronics,1,98,0.04,45,29,1
CUST1679,50,Male,Garciaborough,Medium,17,3.83,1,2,2,0,30,2229,17773,2024-03-17,Fashion,10,54,0.36,7,12,0
CUST1680,31,Male,Calderonton,Medium,74,3.92,2,0,2,3,23,339,44277,2024-08-23,Fashion,5,68,0.31,31,20,1
CUST1681,67,Female,South Marissamouth,Low,10,7.88,2,0,6,1,17,2910,24705,2025-02-11,Fashion,0,57,0.66,34,13,0
CUST1682,32,Male,Youngstad,Low,77,4.59,3,1,5,2,46,4416,5620,2025-06-20,Home,5,28,0.54,23,22,0
CUST1683,46,Female,Laurashire,Medium,94,4.09,5,1,9,1,21,783,49635,2024-03-22,Fashion,4,82,0.23,8,20,1
CUST1684,62,Male,West Shelby,Medium,54,3.34,0,0,2,1,40,1447,13176,2024-09-05,Services,3,1,0.54,40,12,0
CUST1685,25,Male,Rebekahfort,Low,46,7.36,5,1,8,4,10,4535,44690,2024-11-10,Home,0,14,0.8,43,24,1
CUST1686,59,Male,New Cynthiaton,Medium,105,4.32,4,0,10,4,47,1067,21216,2024-01-23,Electronics,2,64,0.09,29,3,1
CUST1687,36,Male,Jacobshire,Medium,57,7.04,3,1,6,3,42,559,33232,2024-02-03,Fashion,10,1,0.68,26,27,0
CUST1688,36,Male,Lake Erin,Low,39,6.28,1,1,6,1,5,3023,45714,2024-05-16,Services,9,73,0.42,15,6,1
CUST1689,56,Male,West Alexander,Medium,118,7.6,3,2,6,1,32,1479,37415,2024-09-04,Services,9,44,0.88,41,14,0
CUST1690,42,Female,Douglasberg,Low,74,6.58,4,0,4,1,17,611,6773,2024-11-11,Home,19,15,0.76,8,24,1
CUST1691,56,Male,Brownland,High,42,8.15,5,0,5,0,41,4729,23823,2024-12-24,Grocery,13,90,0.78,13,12,0
CUST1692,57,Female,Port Sara,High,59,4.91,3,0,10,4,43,747,45619,2023-12-19,Home,8,22,0.31,25,3,1
CUST1693,41,Female,Staceyton,High,66,4.44,3,1,8,1,5,3257,46484,2025-05-10,Grocery,15,15,0.55,15,13,1
CUST1694,43,Male,East Amber,Medium,50,11.77,5,3,9,3,28,3747,34071,2024-12-11,Electronics,9,21,0.07,14,9,1
CUST1695,53,Female,East Katie,Medium,18,3.82,2,0,4,2,1,1755,1391,2024-06-30,Services,8,97,0.61,27,19,0
CUST1696,29,Female,West Michael,Low,118,6.01,1,1,4,1,24,1056,44438,2025-08-05,Electronics,8,22,0.83,41,11,0
CUST1697,46,Male,Hernandezstad,Low,2,5.76,4,1,4,0,23,3209,14100,2024-05-14,Services,18,86,0.19,10,21,0
CUST1698,57,Female,Coxberg,Medium,45,3.13,2,0,7,4,6,3046,14878,2024-09-30,Electronics,6,89,0.34,6,19,1
CUST1699,43,Male,Cooperburgh,Medium,103,3.91,2,0,8,4,36,4928,19923,2025-01-15,Fashion,9,22,0.13,22,27,1
CUST1700,57,Female,East Deborahland,Medium,25,8.7,0,1,5,5,35,4362,24041,2024-03-23,Fashion,11,44,0.21,12,22,0
CUST1701,57,Female,South Jerry,Medium,2,1.13,3,0,8,1,13,745,40389,2024-05-19,Home,11,6,0.35,4,13,0
CUST1702,54,Female,South Tina,Low,5,7.33,1,1,6,3,22,3798,48751,2025-01-11,Grocery,15,4,0.21,20,15,0
CUST1703,44,Female,Port Lori,Low,20,6.05,3,1,10,1,5,2227,17372,2024-04-08,Home,19,46,0.01,19,1,1
CUST1704,47,Male,Trevormouth,Medium,116,5.2,5,2,4,6,11,1878,48741,2024-04-08,Fashion,4,5,0.37,20,1,1
CUST1705,50,Female,Victorland,Medium,37,7.11,2,1,5,1,15,3884,1118,2024-04-24,Services,14,42,0.52,4,10,0
CUST1706,18,Male,Nashville,Medium,76,7.98,3,0,5,3,48,4730,28705,2024-02-15,Grocery,11,62,0.2,3,18,1
CUST1707,69,Female,Calvinton,Low,17,6.7,3,0,3,0,32,1919,11724,2023-10-30,Fashion,1,17,0.54,16,20,0
CUST1708,18,Male,Hinesborough,Medium,46,1.98,1,4,9,1,27,1710,28370,2025-05-06,Grocery,2,73,0.55,19,24,1
CUST1709,27,Male,Briannahaven,High,57,4.73,1,0,4,1,26,2271,1514,2024-02-29,Home,17,72,0.16,13,15,0
CUST1710,23,Other,Hermanberg,Medium,77,5.02,3,1,2,1,6,578,7886,2023-11-14,Electronics,5,74,0.5,44,7,1
CUST1711,18,Male,New Danny,High,59,3.81,1,0,4,1,33,691,21187,2025-07-22,Fashion,9,45,0.21,39,13,0
CUST1712,66,Female,South Maryberg,Medium,114,6.7,4,1,7,2,11,1609,44154,2025-06-22,Electronics,9,47,0.75,40,18,1
CUST1713,27,Male,South Jeffrey,Medium,43,4.5,0,1,8,6,10,1115,10925,2023-12-10,Electronics,12,41,0.08,9,3,0
CUST1714,61,Female,Lake Hannah,Low,117,5.9,0,1,4,1,19,1644,49269,2025-08-01,Grocery,6,60,0.9,38,0,0
CUST1715,48,Female,Lake Victoria,Low,9,4.39,3,2,3,2,24,1701,1981,2024-08-28,Electronics,1,26,0.99,16,18,0
CUST1716,38,Male,New Mary,High,77,4.3,6,0,9,2,49,1520,43919,2023-12-26,Fashion,10,65,0.65,39,18,1
CUST1717,21,Male,West Justin,High,90,6.83,4,1,8,1,18,473,9699,2024-07-06,Services,12,18,0.15,21,2,0
CUST1718,43,Male,East Vernon,High,80,7.69,3,0,10,2,43,1303,43523,2024-05-13,Electronics,12,28,0.75,38,8,1
CUST1719,32,Male,Robertchester,Medium,53,4.84,3,0,1,3,36,382,11339,2025-01-05,Services,13,11,0.24,28,1,0
CUST1720,52,Male,Nataliefort,Low,47,1.65,3,1,7,5,33,4782,44923,2023-09-21,Electronics,16,90,0.6,38,16,1
CUST1721,59,Female,New Brittney,High,18,4.45,1,0,7,1,21,3814,40278,2023-10-15,Services,16,9,0.54,15,8,1
CUST1722,32,Male,South Annashire,Low,27,3.63,1,3,2,0,14,3805,42029,2025-01-10,Electronics,10,7,0.71,0,29,0
CUST1723,49,Male,New Pamelahaven,Medium,85,2.35,4,1,4,0,37,4789,3094,2025-08-15,Grocery,12,56,0.17,33,21,1
CUST1724,45,Other,Deborahmouth,Low,44,3.74,0,0,8,1,35,3786,3001,2024-11-19,Fashion,12,56,0.95,33,20,1
CUST1725,60,Female,New Joshuaborough,Medium,9,10.44,2,2,3,6,39,197,41123,2025-07-30,Electronics,16,24,0.72,15,3,0
CUST1726,58,Male,Kathymouth,High,106,2.71,4,1,6,1,15,4296,9473,2024-11-17,Home,1,39,0.87,6,18,0
CUST1727,38,Female,Amyfurt,Medium,65,3.16,2,1,5,4,2,4929,37906,2025-07-21,Fashion,13,53,0.55,35,10,1
CUST1728,45,Female,Lake Katelyn,Medium,67,6.77,3,2,5,2,47,3425,14117,2024-07-20,Home,0,9,0.79,45,2,0
CUST1729,58,Female,Port Heatherhaven,Medium,48,6.15,3,3,3,4,30,2787,40013,2024-10-19,Electronics,6,96,0.07,4,26,1
CUST1730,60,Female,Anthonyberg,High,114,4.53,2,1,10,0,40,2139,34349,2023-10-13,Services,3,43,0.62,23,11,1
CUST1731,39,Female,Wagnerside,Low,64,5.97,2,0,5,5,4,2026,40636,2024-08-18,Services,14,40,0.24,33,27,0
CUST1732,18,Male,South David,Low,107,3.86,1,0,2,0,7,366,22701,2025-05-08,Services,7,13,0.31,40,15,0
CUST1733,56,Female,Smithville,Medium,31,7.35,3,2,5,2,28,268,5951,2024-07-13,Services,4,66,0.44,16,2,0
CUST1734,52,Female,South Hailey,Medium,95,7.07,1,1,5,2,39,1073,28590,2024-11-13,Grocery,16,0,0.21,31,1,0
CUST1735,61,Male,New Michael,High,2,3.62,6,1,4,2,19,2284,2147,2023-10-31,Grocery,13,62,0.74,9,3,1
CUST1736,20,Male,Lisaburgh,High,32,9.59,1,0,6,1,44,4980,19345,2024-03-01,Home,18,58,0.61,13,8,1
CUST1737,22,Male,Lake Allison,Medium,87,2.82,2,1,8,2,0,1443,16160,2023-10-24,Grocery,0,55,1.0,44,29,1
CUST1738,55,Female,East Jennifer,Low,56,2.83,2,0,5,1,15,4397,39485,2024-10-17,Electronics,4,52,0.15,21,19,1
CUST1739,40,Male,Woodmouth,Medium,84,4.77,1,1,6,0,34,3612,48838,2024-06-27,Home,6,30,0.63,2,13,1
CUST1740,28,Female,New Angelaville,Low,5,3.54,3,2,1,2,19,4127,31497,2025-05-16,Services,11,41,0.54,10,12,0
CUST1741,68,Male,Vaughntown,Low,108,2.19,2,0,3,0,18,1409,36325,2024-06-25,Fashion,5,2,0.27,6,3,0
CUST1742,65,Other,Millerhaven,High,58,3.9,7,0,2,2,44,4534,11362,2025-04-30,Fashion,11,4,0.87,30,20,0
CUST1743,62,Male,Lopezchester,Medium,115,1.16,7,0,8,0,30,3204,37163,2025-02-05,Services,16,22,0.44,48,15,1
CUST1744,51,Male,Susanborough,High,92,7.45,2,2,4,0,36,4314,14976,2025-05-22,Grocery,5,29,0.38,40,9,1
CUST1745,58,Male,North Mark,High,99,6.69,5,1,2,0,41,1165,30008,2023-12-30,Fashion,16,93,0.06,42,5,1
CUST1746,57,Female,Hughesland,Low,66,3.03,1,1,7,4,26,3186,12814,2025-02-11,Electronics,4,1,0.09,0,21,0
CUST1747,21,Male,Lake Laura,Low,111,5.73,5,1,1,0,14,2296,27872,2023-09-15,Electronics,19,65,0.79,17,14,1
CUST1748,39,Female,Rachelland,High,16,4.53,1,1,7,3,1,1233,5185,2025-03-28,Fashion,5,6,0.48,45,4,1
CUST1749,30,Male,West Whitney,High,77,2.72,2,0,2,7,17,4596,18213,2024-10-09,Grocery,10,92,0.46,35,17,1
CUST1750,33,Female,West Nathanberg,Medium,64,6.92,3,0,9,3,33,3172,31138,2025-06-20,Home,8,16,0.17,37,8,1
CUST1751,39,Female,South Tanya,Low,55,2.95,2,4,9,2,31,951,4151,2024-08-10,Home,0,28,0.95,44,22,1
CUST1752,51,Male,Andersonhaven,Medium,11,6.72,0,1,9,3,40,2422,29328,2024-08-23,Services,18,48,0.13,12,7,0
CUST1753,65,Male,Lake Lauraside,Medium,21,5.53,3,1,9,2,47,3414,14317,2025-04-27,Grocery,15,59,0.07,23,5,0
CUST1754,18,Male,Holmesfort,Medium,84,10.39,4,0,5,0,9,2240,28160,2025-07-28,Grocery,6,41,0.48,20,1,0
CUST1755,36,Female,Patrickshire,Medium,28,3.0,0,2,10,3,25,2508,2430,2025-03-25,Home,5,80,0.71,33,16,0
CUST1756,27,Male,Rogershaven,Medium,7,3.09,2,0,7,3,29,699,23488,2024-11-12,Electronics,4,1,0.8,34,23,0
CUST1757,39,Male,Carlmouth,Medium,35,1.88,2,0,2,1,11,3590,23445,2025-02-27,Services,12,98,0.42,41,24,0
CUST1758,60,Female,Wandatown,Medium,90,2.58,1,1,5,2,12,106,30688,2025-08-02,Grocery,12,79,0.0,9,19,0
CUST1759,41,Female,Lisafurt,High,94,5.98,5,4,4,4,11,4514,47797,2023-11-21,Grocery,10,55,0.09,37,18,1
CUST1760,31,Female,East Heathermouth,Medium,7,4.56,3,1,10,0,31,2036,36444,2024-01-23,Electronics,15,77,0.72,22,21,0
CUST1761,30,Female,Jessicamouth,Medium,38,6.75,0,2,1,2,31,3969,3147,2024-09-15,Electronics,8,47,0.1,39,4,0
CUST1762,48,Male,Port Jeanetteside,Medium,111,6.35,4,0,1,2,12,2637,8421,2023-12-09,Home,3,96,0.29,38,16,0
CUST1763,51,Female,Tammychester,Medium,42,7.25,5,0,8,0,13,3452,23948,2024-07-15,Services,1,34,0.58,15,10,0
CUST1764,65,Male,Lake Mary,High,83,3.13,3,1,7,2,35,3271,35838,2024-06-01,Electronics,3,29,0.89,45,1,0
CUST1765,44,Female,North Henry,Medium,27,4.86,4,0,8,1,37,2215,38571,2025-09-07,Services,9,89,0.28,3,29,1
CUST1766,31,Female,Port Patrickside,High,71,6.77,3,0,6,2,30,448,23530,2025-05-15,Grocery,10,62,0.15,18,8,0
CUST1767,43,Male,South Jennifermouth,Low,118,3.8,2,2,3,4,36,3181,35216,2024-08-29,Services,4,95,0.97,20,26,1
CUST1768,47,Female,Shepardmouth,Medium,50,8.02,1,1,6,3,42,2662,42233,2025-06-15,Fashion,16,65,0.98,43,11,1
CUST1769,26,Female,East Andrewhaven,High,36,-0.69,3,1,7,3,12,1324,29004,2023-12-21,Grocery,5,5,0.95,14,21,1
CUST1770,19,Male,West Craig,Medium,53,4.73,3,0,5,0,4,413,15279,2023-09-28,Home,7,77,0.84,21,21,1
CUST1771,29,Male,New Whitney,Medium,114,5.04,1,2,2,0,24,636,20572,2025-03-23,Home,2,75,0.77,48,22,0
CUST1772,41,Female,Douglastown,Medium,108,4.22,4,0,7,3,12,2967,13278,2025-04-27,Services,4,24,0.23,32,23,0
CUST1773,57,Female,Port Deborah,High,114,6.2,3,2,8,1,17,3651,37100,2023-09-14,Services,3,20,0.73,39,6,1
CUST1774,30,Female,Timothyside,High,57,4.97,3,0,3,1,46,3289,4260,2025-07-07,Home,14,92,0.98,18,12,1
CUST1775,26,Male,Virginiamouth,Medium,40,4.73,3,1,8,1,36,1787,13141,2023-11-01,Grocery,14,6,0.45,10,17,1
CUST1776,22,Male,New Vanessa,Medium,110,5.88,5,1,1,2,38,4935,25505,2025-01-08,Grocery,1,46,0.04,21,29,1
CUST1777,63,Female,Karastad,Low,9,6.59,3,0,7,1,46,688,30882,2025-08-28,Home,18,20,0.34,46,15,1
CUST1778,60,Female,Angelaburgh,Low,80,5.1,2,2,3,1,10,2690,47767,2024-10-08,Grocery,9,68,0.24,30,21,1
CUST1779,63,Female,Port Jeffreyburgh,Medium,26,4.11,3,0,10,1,29,1053,19661,2023-09-25,Grocery,15,45,0.03,44,11,1
CUST1780,49,Female,Stuartmouth,Medium,9,4.94,6,1,5,2,33,3022,44436,2024-06-05,Grocery,12,8,0.74,46,9,1
CUST1781,66,Female,Kimberlyville,Medium,56,4.04,0,1,4,1,20,4893,39229,2025-09-10,Home,10,32,0.71,29,11,1
CUST1782,59,Female,Lake Ronald,Medium,88,6.25,2,1,6,2,19,3538,29828,2025-06-20,Home,17,89,0.14,13,29,1
CUST1783,56,Male,Port Shawntown,High,64,9.69,4,1,7,0,38,1049,20365,2023-11-04,Home,17,64,0.0,42,8,1
CUST1784,59,Female,East Karen,Medium,94,4.16,4,2,4,2,30,1558,48752,2024-09-13,Home,2,75,0.89,49,3,1
CUST1785,30,Male,Port Thomas,Medium,74,6.5,1,0,9,1,37,3792,24002,2024-09-02,Fashion,19,78,0.17,15,3,1
CUST1786,22,Female,Horneport,Medium,94,6.34,2,0,10,1,34,3959,39102,2024-07-02,Grocery,1,6,0.62,46,13,1
CUST1787,55,Female,Malloryton,Medium,79,2.9,3,1,3,3,8,810,46532,2023-10-12,Home,17,64,0.67,8,4,0
CUST1788,38,Female,East Corey,Medium,102,7.31,5,1,3,1,18,2372,36623,2024-11-23,Fashion,1,21,0.72,48,7,1
CUST1789,54,Male,Port Brendaville,Medium,118,6.27,3,2,8,2,2,1916,19931,2024-04-27,Home,17,25,0.82,19,14,0
CUST1790,61,Male,South Alexis,Medium,89,6.16,4,2,6,2,21,3595,13368,2025-04-12,Services,9,20,0.34,36,16,0
CUST1791,46,Female,New Suzanne,Medium,8,6.79,6,0,4,2,6,3254,41643,2024-08-19,Grocery,15,37,0.37,46,21,1
CUST1792,56,Female,Santoschester,Low,72,3.33,1,0,7,3,1,1618,20904,2025-03-17,Grocery,12,61,0.11,34,25,0
CUST1793,56,Male,Danielsside,High,84,3.42,4,0,7,1,4,1520,46973,2024-12-21,Electronics,18,70,0.9,20,6,0
CUST1794,35,Female,Lechester,Medium,11,4.74,5,0,7,2,31,521,1820,2024-08-09,Electronics,6,67,0.71,27,6,1
CUST1795,23,Male,East Elizabeth,High,57,2.65,1,0,4,2,34,2957,36556,2024-09-29,Services,16,34,0.93,11,4,0
CUST1796,43,Male,Lake Meganport,Medium,19,2.51,1,1,3,2,29,3291,26529,2024-01-15,Services,18,44,0.33,49,20,0
CUST1797,33,Male,South Cheryl,Medium,55,6.48,1,1,10,0,45,982,1849,2024-08-31,Electronics,12,58,0.93,41,5,0
CUST1798,49,Male,Fisherberg,High,34,4.56,3,1,4,1,31,4623,16845,2024-03-12,Electronics,8,53,0.83,11,20,1
CUST1799,26,Male,Hahnbury,Medium,70,2.46,5,3,10,1,49,3108,33829,2025-01-03,Grocery,9,47,0.48,35,23,1
